,entry_time,exit_time,position,entry_price,exit_price,pnl,stop_loss,take_profit,cumulative_pnl
0,2024-11-20 21:45:00,2024-11-26 00:15:00,-1,1.05394,1.04935,4.590000000000094,1.048762,1.050575,204.5900000000001
1,2024-11-26 00:15:00,2024-12-10 23:00:00,1,1.04935,1.05257,3.22,1.0531417142857142,1.0513789285714288,207.8100000000001
2,2024-12-10 23:00:00,2025-01-14 04:45:00,-1,1.05257,1.02446,28.110000000000074,1.0236551428571428,1.0261367857142856,235.9200000000002
3,2025-01-14 04:45:00,2025-02-03 09:00:00,1,1.02446,1.02437,-0.08999999999992347,1.0254122857142858,1.0221985714285713,235.83000000000024
4,2025-02-03 09:00:00,2025-02-04 14:45:00,-1,1.02437,1.03252,-8.150000000000102,1.0317477142857143,1.0341289285714286,227.68000000000015
5,2025-02-04 14:45:00,2025-02-10 07:45:00,1,1.03252,1.03161,-0.9100000000001884,1.0320539999999998,1.0306849999999999,226.76999999999995
6,2025-02-10 07:45:00,2025-02-13 00:00:00,-1,1.03161,1.03825,-6.639999999999979,1.0375154285714285,1.039780357142857,220.12999999999997
7,2025-02-13 00:00:00,2025-02-14 23:45:00,1,1.03825,1.04898,10.730000000000128,1.0375154285714285,1.039780357142857,230.8600000000001
